ROM DataFile Version : 1.1
Nantettatte!! Baseball '91 Kaimaku Hen (Jpn)¬ntb_91¬¬¬./qp.exe¬MAME Nintendo Entertainment System / Famicom (NTSC) -SOFTLIST nes_ntbrom¬Sunsoft¬1991¬¬¬¬¬slot:ntbrom,release:19910531,alt_title:!!   '91¬0¬1¬<IPS>¬</IPS>¬¬¬
Nantettatte!! Baseball OB Allstar Hen (Jpn)¬ntb_ob¬¬¬./qp.exe¬MAME Nintendo Entertainment System / Famicom (NTSC) -SOFTLIST nes_ntbrom¬Sunsoft¬1991¬¬¬¬¬slot:ntbrom,release:19910228,alt_title:!!  OB¬0¬1¬<IPS>¬</IPS>¬¬¬
