ROM DataFile Version : 1.1
ALJUR .COD¬aljur¬¬¬./qp.exe¬MAME Elektronika BK 0010 -SOFTLIST bk0010¬<unknown>¬19??¬¬¬¬¬usage:Load file ALJUR .COD inside the Monitor¬0¬1¬<IPS>¬</IPS>¬¬¬
otl9¬otl9¬¬¬./qp.exe¬MAME Elektronika BK 0010 -SOFTLIST bk0010¬<unknown>¬19??¬¬¬¬¬usage:Load file otl9 inside the Monitor¬0¬1¬<IPS>¬</IPS>¬¬¬
p10k¬p10k¬¬¬./qp.exe¬MAME Elektronika BK 0010 -SOFTLIST bk0010¬<unknown>¬19??¬¬¬¬¬usage:Load file p10k inside the Monitor¬0¬1¬<IPS>¬</IPS>¬¬¬
PACMAN¬pacman¬¬¬./qp.exe¬MAME Elektronika BK 0010 -SOFTLIST bk0010¬<unknown>¬19??¬¬¬¬¬usage:Load file PACMAN inside the Monitor¬0¬1¬<IPS>¬</IPS>¬¬¬
PEREVOROT¬perevoro¬¬¬./qp.exe¬MAME Elektronika BK 0010 -SOFTLIST bk0010¬<unknown>¬19??¬¬¬¬¬usage:Load file PEREVOROT inside the Monitor¬0¬1¬<IPS>¬</IPS>¬¬¬
POPO¬popo¬¬¬./qp.exe¬MAME Elektronika BK 0010 -SOFTLIST bk0010¬<unknown>¬19??¬¬¬¬¬usage:Load file POPO inside the Monitor¬0¬1¬<IPS>¬</IPS>¬¬¬
RACE.OVL¬raceovl¬¬¬./qp.exe¬MAME Elektronika BK 0010 -SOFTLIST bk0010¬<unknown>¬19??¬¬¬¬¬usage:Load file RACE.OVL inside the Monitor¬0¬1¬<IPS>¬</IPS>¬¬¬
RACE¬race¬¬¬./qp.exe¬MAME Elektronika BK 0010 -SOFTLIST bk0010¬<unknown>¬19??¬¬¬¬¬usage:Load file RACE inside the Monitor¬0¬1¬<IPS>¬</IPS>¬¬¬
Rever1¬rever1¬¬¬./qp.exe¬MAME Elektronika BK 0010 -SOFTLIST bk0010¬<unknown>¬19??¬¬¬¬¬usage:Load file Rever1 inside the Monitor¬0¬1¬<IPS>¬</IPS>¬¬¬
Rever2¬rever2¬¬¬./qp.exe¬MAME Elektronika BK 0010 -SOFTLIST bk0010¬<unknown>¬19??¬¬¬¬¬usage:Load file Rever2 inside the Monitor¬0¬1¬<IPS>¬</IPS>¬¬¬
ROTATE¬rotate¬¬¬./qp.exe¬MAME Elektronika BK 0010 -SOFTLIST bk0010¬<unknown>¬19??¬¬¬¬¬usage:Load file ROTATE inside the Monitor¬0¬1¬<IPS>¬</IPS>¬¬¬
