ROM DataFile Version : 1.1
Sennou Millennium¬sennoumi¬¬¬./qp.exe¬MAME Bandai WonderSwan -SOFTLIST wswan¬Bandai¬2000¬¬¬¬¬slot:ws_eeprom,rotated:yes,serial:SWJ-BAN025,release:20000316,alt_title: ¬0¬1¬<IPS>¬</IPS>¬¬¬
Shanghai Pocket¬shanghai¬¬¬./qp.exe¬MAME Bandai WonderSwan -SOFTLIST wswan¬Sunsoft¬1999¬¬¬¬¬slot:ws_sram,serial:SWJ-SUN001,release:19990401,alt_title: ¬0¬1¬<IPS>¬</IPS>¬¬¬
Shin Nihon Pro Wrestling Toukon Retsuden¬sprowres¬¬¬./qp.exe¬MAME Bandai WonderSwan -SOFTLIST wswan¬Tomy¬1999¬¬¬¬¬slot:ws_eeprom,serial:SWJ-TMY001,release:19990304,alt_title: ¬0¬1¬<IPS>¬</IPS>¬¬¬
Shougi Touryuumon¬shogitor¬¬¬./qp.exe¬MAME Bandai WonderSwan -SOFTLIST wswan¬Sammy¬1999¬¬¬¬¬slot:ws_sram,serial:SWJ-SUM005,release:19991028,alt_title: ¬0¬1¬<IPS>¬</IPS>¬¬¬
Side Pocket for WonderSwan¬sidepock¬¬¬./qp.exe¬MAME Bandai WonderSwan -SOFTLIST wswan¬Data East Corp.¬1999¬¬¬¬¬slot:ws_rom,serial:SWJ-DTE001,release:19991125,alt_title: for ¬0¬1¬<IPS>¬</IPS>¬¬¬
Slither Link¬slither¬¬¬./qp.exe¬MAME Bandai WonderSwan -SOFTLIST wswan¬Bandai¬2000¬¬¬¬¬slot:ws_eeprom,rotated:yes,serial:SWJ-BAN029,release:20000420,alt_title:¬0¬1¬<IPS>¬</IPS>¬¬¬
Soccer Yarou! - Challenge the World¬soccerya¬¬¬./qp.exe¬MAME Bandai WonderSwan -SOFTLIST wswan¬Coconuts Japan Entertainment¬1999¬¬¬¬¬slot:ws_rom,serial:SWJ-CCJ002,release:19990812,alt_title:! ¬0¬1¬<IPS>¬</IPS>¬¬¬
Sotsugyou for WonderSwan¬sotsugyo¬¬¬./qp.exe¬MAME Bandai WonderSwan -SOFTLIST wswan¬Bandai Visual¬1999¬¬¬¬¬slot:ws_sram,serial:SWJ-BVL002,release:19991216,alt_title:  ¬0¬1¬<IPS>¬</IPS>¬¬¬
Space Invaders¬spaceinv¬¬¬./qp.exe¬MAME Bandai WonderSwan -SOFTLIST wswan¬Sunsoft¬1999¬¬¬¬¬slot:ws_rom,serial:SWJ-SUN002,release:19990513,alt_title:¬0¬1¬<IPS>¬</IPS>¬¬¬
Wasabi Produce - Street Dancer¬streetdn¬¬¬./qp.exe¬MAME Bandai WonderSwan -SOFTLIST wswan¬Bandai¬2000¬¬¬¬¬slot:ws_sram,serial:SWJ-BAN028,release:20000427,alt_title:  ¬0¬1¬<IPS>¬</IPS>¬¬¬
Taikyoku Igo - Heisei Kiin¬taikyigo¬¬¬./qp.exe¬MAME Bandai WonderSwan -SOFTLIST wswan¬Kaga Tech¬2000¬¬¬¬¬slot:ws_sram,serial:SWJ-KGT004,release:20000224,alt_title: ¬0¬1¬<IPS>¬</IPS>¬¬¬
Tanjou Debut for WonderSwan¬tanjodeb¬¬¬./qp.exe¬MAME Bandai WonderSwan -SOFTLIST wswan¬Bandai Visual¬2000¬¬¬¬¬slot:ws_sram,serial:SWJ-BVL003,release:20000224,alt_title:   ¬0¬1¬<IPS>¬</IPS>¬¬¬
Tekken Card Challenge¬tekkncrd¬¬¬./qp.exe¬MAME Bandai WonderSwan -SOFTLIST wswan¬Bandai¬1999¬¬¬¬¬slot:ws_sram,serial:SWJ-BAN00D,release:19990617,alt_title:¬0¬1¬<IPS>¬</IPS>¬¬¬
Terrors¬terrors¬¬¬./qp.exe¬MAME Bandai WonderSwan -SOFTLIST wswan¬Bandai¬1999¬¬¬¬¬slot:ws_sram,rotated:yes,serial:SWJ-BAN014,release:19990508,alt_title:¬0¬1¬<IPS>¬</IPS>¬¬¬
Tetsujin 28 Gou¬tetsu28g¬¬¬./qp.exe¬MAME Bandai WonderSwan -SOFTLIST wswan¬MegaHouse¬1999¬¬¬¬¬slot:ws_eeprom,serial:SWJ-MGH001,release:19991222,alt_title:28¬0¬1¬<IPS>¬</IPS>¬¬¬
Time Bokan Series - Bokan Densetsu - Butamo Odaterya Doronbou¬timeboka¬¬¬./qp.exe¬MAME Bandai WonderSwan -SOFTLIST wswan¬Banpresto¬2000¬¬¬¬¬slot:ws_sram,serial:SWJ-BPR005,release:20000427,alt_title:    ¬0¬1¬<IPS>¬</IPS>¬¬¬
