ROM DataFile Version : 1.1
ROCKER¬rocker¬¬¬./qp.exe¬Retroarch Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass (MAME)¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
SABOTEUR¬saboteur¬¬¬./qp.exe¬Retroarch Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass (MAME)¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
SHTURM_K¬shturmk¬¬¬./qp.exe¬Retroarch Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass (MAME)¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
SKACHKI¬skachki¬¬¬./qp.exe¬Retroarch Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass (MAME)¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
SNAKES¬snakes¬¬¬./qp.exe¬Retroarch Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass (MAME)¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
SPRINT¬sprint¬¬¬./qp.exe¬Retroarch Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass (MAME)¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
STAKAN¬stakan¬¬¬./qp.exe¬Retroarch Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass (MAME)¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
STAKAN2¬stakan2¬¬¬./qp.exe¬Retroarch Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass (MAME)¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
STAKAN3¬stakan3¬¬¬./qp.exe¬Retroarch Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass (MAME)¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
STARRID¬starrid¬¬¬./qp.exe¬Retroarch Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass (MAME)¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
STARWARS¬starwars¬¬¬./qp.exe¬Retroarch Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass (MAME)¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
TENNIS¬tennis¬¬¬./qp.exe¬Retroarch Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass (MAME)¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
TENNISDK¬tennisdk¬¬¬./qp.exe¬Retroarch Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass (MAME)¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
TETRIS¬tetris¬¬¬./qp.exe¬Retroarch Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass (MAME)¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
TORPATT¬torpatt¬¬¬./qp.exe¬Retroarch Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass (MAME)¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
UDAV¬udav¬¬¬./qp.exe¬Retroarch Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass (MAME)¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
VOLCANO¬volcano¬¬¬./qp.exe¬Retroarch Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass (MAME)¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
WAYP¬wayp¬¬¬./qp.exe¬Retroarch Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass (MAME)¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
XONIX¬xonix¬¬¬./qp.exe¬Retroarch Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass (MAME)¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
XONIXZM¬xonixzm¬¬¬./qp.exe¬Retroarch Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass (MAME)¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
Xonix (Micron)¬xonmicr¬¬¬./qp.exe¬Retroarch Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass (MAME)¬Micron¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
Z-Stanciya¬zstanciy¬¬¬./qp.exe¬Retroarch Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass (MAME)¬SNP¬1987¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
Mikrosha BASIC¬basic¬¬¬./qp.exe¬Retroarch Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass (MAME)¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
Disassembler Mikron¬disasm¬¬¬./qp.exe¬Retroarch Lianozovo Electromechanical Factory Mikrosha -SOFTLIST mikrosha_cass (MAME)¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
