ROM DataFile Version : 1.1
MISSILEVADER¬misvader¬¬¬./qp.exe¬Retroarch Bandai Super Vision 8000 (TV Jack 8000) -SOFTLIST sv8000 (MAME)¬unknown¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
SPACEFIRE¬spfire¬¬¬./qp.exe¬Retroarch Bandai Super Vision 8000 (TV Jack 8000) -SOFTLIST sv8000 (MAME)¬unknown¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
OTHELLO¬othello¬¬¬./qp.exe¬Retroarch Bandai Super Vision 8000 (TV Jack 8000) -SOFTLIST sv8000 (MAME)¬unknown¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
GUNPROFESSIONAL¬gunprof¬¬¬./qp.exe¬Retroarch Bandai Super Vision 8000 (TV Jack 8000) -SOFTLIST sv8000 (MAME)¬unknown¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
PACPACBIRD¬pacpac¬¬¬./qp.exe¬Retroarch Bandai Super Vision 8000 (TV Jack 8000) -SOFTLIST sv8000 (MAME)¬unknown¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
SUBMARINE¬submar¬¬¬./qp.exe¬Retroarch Bandai Super Vision 8000 (TV Jack 8000) -SOFTLIST sv8000 (MAME)¬unknown¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
BEAMGALAXIAN¬beamgala¬¬¬./qp.exe¬Retroarch Bandai Super Vision 8000 (TV Jack 8000) -SOFTLIST sv8000 (MAME)¬unknown¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
