ROM DataFile Version : 1.1
VC1 7 in 1¬7in1¬¬¬./qp.exe¬Retroarch Vii -SOFTLIST vii (MAME)¬Chintendo¬2007¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
VC2 10 in 1¬10in1¬¬¬./qp.exe¬Retroarch Vii -SOFTLIST vii (MAME)¬Chintendo¬2007¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
