ROM DataFile Version : 1.1
PITON¬piton¬¬¬./qp.exe¬MAME Radio-86RK -SOFTLIST radio86_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
PITON (Alt)¬pitona¬piton¬¬./qp.exe¬MAME Radio-86RK -SOFTLIST radio86_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
PUSHER¬pusher¬¬¬./qp.exe¬MAME Radio-86RK -SOFTLIST radio86_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
PVO¬pvo¬¬¬./qp.exe¬MAME Radio-86RK -SOFTLIST radio86_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
RENDZU¬rendzu¬¬¬./qp.exe¬MAME Radio-86RK -SOFTLIST radio86_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
REVERSI2¬reversi2¬¬¬./qp.exe¬MAME Radio-86RK -SOFTLIST radio86_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
RIKOSHET¬rikoshet¬¬¬./qp.exe¬MAME Radio-86RK -SOFTLIST radio86_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
SDEMISE¬sdemise¬¬¬./qp.exe¬MAME Radio-86RK -SOFTLIST radio86_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
SKACHKI¬skachki¬¬¬./qp.exe¬MAME Radio-86RK -SOFTLIST radio86_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
SKVOTCH¬skvotch¬¬¬./qp.exe¬MAME Radio-86RK -SOFTLIST radio86_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
SLAMS¬slams¬¬¬./qp.exe¬MAME Radio-86RK -SOFTLIST radio86_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
SOS1¬sos1¬¬¬./qp.exe¬MAME Radio-86RK -SOFTLIST radio86_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
SOS2¬sos2¬¬¬./qp.exe¬MAME Radio-86RK -SOFTLIST radio86_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
SP_GAMES¬spgames¬¬¬./qp.exe¬MAME Radio-86RK -SOFTLIST radio86_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
SPITON¬spiton¬¬¬./qp.exe¬MAME Radio-86RK -SOFTLIST radio86_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
STRANGER¬stranger¬¬¬./qp.exe¬MAME Radio-86RK -SOFTLIST radio86_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
SVVI¬svvi¬¬¬./qp.exe¬MAME Radio-86RK -SOFTLIST radio86_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
TAPPER¬tapper¬¬¬./qp.exe¬MAME Radio-86RK -SOFTLIST radio86_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
TENNIS¬tennis¬¬¬./qp.exe¬MAME Radio-86RK -SOFTLIST radio86_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
TENNIS (Alt)¬tennisa¬tennis¬¬./qp.exe¬MAME Radio-86RK -SOFTLIST radio86_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
TETR2¬tetr2¬¬¬./qp.exe¬MAME Radio-86RK -SOFTLIST radio86_cass¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
