ROM DataFile Version : 1.1
BST_CPM0¬bstcpm0¬¬¬./qp.exe¬MAME Specialist MX -SOFTLIST special_flop¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
bst_mx0¬bstmx0¬¬¬./qp.exe¬MAME Specialist MX -SOFTLIST special_flop¬<unknown>¬19??¬¬¬¬¬¬0¬1¬<IPS>¬</IPS>¬¬¬
